a(0),v(0),t(0),z_trans(0),z(0),dc(0),likelihood,penalty,bic
1.8962910830010071,-0.10893089818990508,2.5965759049503342e-06,-2.657434836645456,0.06553224334592982,6.95576778065156,-643.5099591332023,30.45104289140296,673.9610020246052
0.6443575176445306,1.977300737510367,0.1963761159150242,-0.28191513403939783,0.42998431810694004,1.7403308153357442,-595.7140301566759,30.45104289140296,626.1650730480789
0.5988532883595913,2.571756973065197,0.2226940809908013,-0.16733924601515587,0.45826253890876706,1.288831919617946,-591.5414021399093,30.45104289140296,621.9924450313123
0.7021963915468645,4.2868685878026085,0.20041705788845318,-0.8105435185126828,0.3077746872927683,2.4146410127896045,-522.2553987987067,30.45104289140296,552.7064416901096
2.619784761739667,-0.4421537797351333,0.027579074892144673,-3.2504807184333817,0.037309617246112085,10.840919093242494,-628.9092832413978,30.45104289140296,659.3603261328008
0.7186672221770962,2.446705149099396,0.16034000044496338,-0.4258228340284935,0.3951242401075893,1.7528766283632187,-601.400790672237,30.45104289140296,631.85183356364
0.6527846782934966,2.16912953107414,0.2231605043476895,-0.42588716640447444,0.39510886470431517,2.400252331759761,-583.3569525019817,30.45104289140296,613.8079953933847
2.4625133055027564,3.7275280193757396,0.20412623908392927,1.8013145535181632,0.8583088795062404,0.8425653658188036,-502.58747417146776,30.45104289140296,533.0385170628707
0.7686746010028138,4.498729492094889,0.20864425516306154,-0.3812440923250933,0.40582687220217195,1.8631453984849438,-522.2079698428125,30.45104289140296,552.6590127342155
0.7322916013165469,2.825922253548273,0.1937853188996094,-0.13940450699300652,0.4652052040693176,0.850701466010047,-544.6231479043665,30.45104289140296,575.0741907957695
0.6518996979426449,3.7659821600580785,0.23343788777710564,-1.1792071615357922,0.2351947806459932,2.376887368484332,-533.4688647769386,30.45104289140296,563.9199076683416
0.628526851278474,1.9352161043566225,0.18840769601290538,-0.3488934096262967,0.4136507920616703,2.4435391901838037,-606.9485957559075,30.45104289140296,637.3996386473104
0.7133026166731133,2.848068362019043,0.1910560049309837,-0.312947539401634,0.42239544146470115,1.0607031128315199,-555.3245047554678,30.45104289140296,585.7755476468708
0.7288478433868656,3.93951101483319,0.20360731061059498,-0.6101178322328761,0.3520323192626325,1.9315211982555198,-522.7083357445927,30.45104289140296,553.1593786359956
0.803898220345443,3.9377774935914025,0.1960666878214026,-0.804453835496876,0.3090736072732265,2.479618974280587,-548.6507686746465,30.45104289140296,579.1018115660495
0.8221278196443036,2.712698964962881,0.18268966025475228,-1.098829317631946,0.24995930927720678,2.680125266030347,-595.2735970552774,30.45104289140296,625.7246399466803
0.5702426803757655,3.1312923441579508,0.24469544399604098,-1.0916761387217164,0.2513027819646273,1.65035873224497,-506.40631983031267,30.45104289140296,536.8573627217156
0.5907477977866834,2.0389557831841345,0.20910571121648838,-0.3620751197917312,0.41045733093381537,0.48162078357945204,-562.6901318056408,30.45104289140296,593.1411746970438
0.619177303281481,3.823800815721448,0.21195670301900857,-0.005181979751519256,0.49870450796109694,1.956714642526362,-549.315901465745,30.45104289140296,579.766944357148
0.9531850110615686,2.5674529119312055,0.13805596370560944,-0.5922813817298189,0.3561115707784482,2.383760482134561,-583.4250711926898,30.45104289140296,613.8761140840927
0.7244445156685038,3.256620548567135,0.19599774724577926,-0.4515476047072579,0.388992872231568,1.3663500775148505,-515.9564598426884,30.45104289140296,546.4075027340914
0.8493881118181666,4.494348458727808,0.18601944282733263,-1.08992175436727,0.25163301284212275,2.769306402001417,-499.3884395092958,30.45104289140296,529.8394824006988
0.6734074794605418,2.4848967303892984,0.1918483500879072,-0.3165226063015576,0.42152344831978367,1.7650589027347756,-594.7334791554089,30.45104289140296,625.1845220468118
2.773309756137974,0.20616258070776322,0.018223552525324385,-3.217805635006594,0.038501136043769035,10.610768115987547,-615.0385678237419,30.45104289140296,645.4896107151449
0.7315659689629189,3.7020760061447473,0.20234211545715003,-0.4032671296001384,0.40052763060157837,2.331016978751595,-562.7826373792569,30.45104289140296,593.2336802706599
2.4240444095125326,-0.5078767225444265,0.008665331769852434,-3.0555707589637904,0.04497757631823258,9.50231866379322,-638.9908569911788,30.45104289140296,669.4418998825818
0.6304975806849877,3.4761284484615214,0.22037829988163765,-0.612566749272976,0.3514739102809162,2.8784079583712927,-578.0901157171581,30.45104289140296,608.5411586085611
